transaction_id,user_id,amount,payment_method,transaction_status,failure_reason,timestamps
890,1057,338.63,Card,Failed,Bank Server Down,2/20/2024 12:49
3110,1166,2979.35,Wallet,Failed,Invalid PIN,2/18/2024 5:22
14054,1707,1448.89,UPI,Failed,Invalid PIN,1/31/2024 6:40
8142,1924,679.36,Card,Success,,2/17/2024 18:14
2625,1363,121.22,UPI,Success,,2/3/2024 3:11
8919,1375,1831.28,upi,Success,Bank Server Down,2/25/2024 10:19
3072,1654,1923.7,Card,Success,Bank Server Down,1/17/2024 23:22
702,1928,587.3,UPI,Success,Insufficient Balance,1/12/2024 6:17
11511,1215,1113.79,UPI,Success,,2/15/2024 10:05
9744,1267,3078.23,CARD,Failed,Bank Server Down,2/18/2024 5:00
2978,1143,1167.87,Card,Success,Bank Server Down,2/8/2024 13:44
6356,1313,815.4,Card,success,,1/13/2024 14:48
6908,1100,825.02,,Success,,1/4/2024 11:19
12311,1234,1727.29,upi,Success,,1/25/2024 2:46
13065,1137,3155,CARD,Success,Insufficient Balance,1/20/2024 18:31
10489,1209,711.74,UPI,Failed,Invalid PIN,2/2/2024 14:44
7212,1816,1247.14,Wallet,Failed,Insufficient Balance,1/8/2024 19:34
5697,1946,2459.71,,Failed,Timeout,2/7/2024 12:23
6706,1919,1362.78,Wallet,Failed,Invalid PIN,1/10/2024 23:33
12374,1052,7877.05,CARD,Success,Insufficient Balance,2/10/2024 23:41
638,1246,122.89,upi,Success,,1/16/2024 19:47
2486,1400,51.34,UPI,success,Bank Server Down,1/5/2024 22:47
4415,1822,2023.61,,Failed,Invalid PIN,1/18/2024 16:00
6964,1935,705.95,Wallet,Success,Timeout,2/5/2024 13:01
10433,1200,221.97,,success,,2/21/2024 18:22
4874,1328,182.72,UPI,Success,Bank Server Down,2/9/2024 10:19
11951,1181,1959.2,Wallet,Success,,2/3/2024 21:51
13410,1022,1284.87,upi,Success,Bank Server Down,2/15/2024 0:06
4577,1562,584.39,,Failed,Insufficient Balance,2/19/2024 6:46
8666,1013,6350.65,CARD,Failed,Insufficient Balance,1/20/2024 19:00
13197,1190,2016.91,Card,Success,,2/4/2024 12:32
14667,1199,93.77,,Success,,2/25/2024 7:12
10461,1757,149.69,CARD,Success,,2/22/2024 15:27
3231,1701,297.71,UPI,Success,Timeout,1/5/2024 8:36
11948,1319,319.21,Wallet,Success,,1/10/2024 7:08
3285,1163,3908.75,CARD,Success,Timeout,1/29/2024 3:04
10536,1988,274,Wallet,Success,Timeout,2/8/2024 3:02
1047,1077,1464.82,NetBanking,Success,,1/3/2024 8:42
10156,1398,845.15,upi,success,Invalid PIN,2/26/2024 19:11
8613,1178,1997.68,upi,Failed,Timeout,2/5/2024 14:30
1809,1236,850.04,Wallet,Failed,,2/27/2024 10:36
170,1725,3659.11,Card,success,Timeout,2/24/2024 0:21
12038,1140,916.79,NetBanking,Failed,Invalid PIN,2/6/2024 23:44
12858,1977,920.54,CARD,Success,,2/5/2024 8:13
1641,1048,431.28,,Success,Bank Server Down,2/23/2024 20:00
2434,1377,36.81,Card,Success,Timeout,1/19/2024 19:04
8431,1765,1233.14,NetBanking,Success,Insufficient Balance,2/29/2024 18:21
14362,1335,1286.26,NetBanking,Failed,Timeout,1/16/2024 15:34
1141,1970,405.38,,Failed,Invalid PIN,1/9/2024 13:19
4333,1819,2581.75,,Failed,,2/27/2024 21:03
10412,1152,5945.16,upi,Failed,Bank Server Down,2/20/2024 18:17
3972,1707,720.12,,Success,Bank Server Down,1/22/2024 15:55
14763,1853,1426.62,,Failed,Timeout,1/23/2024 23:30
3032,1377,571.34,upi,Success,Timeout,2/29/2024 16:05
12787,1773,1978.27,NetBanking,Success,Insufficient Balance,2/12/2024 15:24
4106,1282,149.21,NetBanking,Success,Timeout,1/13/2024 23:20
4159,1665,2783.51,,Success,Invalid PIN,1/30/2024 16:45
4787,1508,1354.97,Card,FAILED,Insufficient Balance,1/29/2024 17:55
13855,1016,1457.69,Wallet,Success,Insufficient Balance,1/27/2024 10:20
2636,1249,4227.93,CARD,Failed,Insufficient Balance,1/18/2024 1:58
8509,1428,722.25,,Success,Bank Server Down,2/13/2024 0:48
9796,1092,218.67,Wallet,FAILED,Insufficient Balance,1/12/2024 18:15
14269,1433,698.73,CARD,Success,Timeout,2/23/2024 15:29
5292,1646,180.88,upi,Failed,Insufficient Balance,1/24/2024 12:13
8800,1770,994.18,Card,Success,Bank Server Down,2/20/2024 8:46
9792,1292,162.74,Wallet,Failed,Insufficient Balance,1/11/2024 20:47
2162,1002,2321.46,NetBanking,Success,Timeout,1/24/2024 6:20
1175,1533,3793.71,Wallet,Failed,,2/25/2024 19:40
3155,1470,1194.27,NetBanking,Success,Bank Server Down,2/9/2024 4:40
8547,1174,4588.79,upi,Failed,Invalid PIN,2/13/2024 13:41
10646,1375,2004.11,,Success,Bank Server Down,2/4/2024 3:51
3703,1392,718.48,,Success,Invalid PIN,2/15/2024 21:42
558,1697,3599.18,Wallet,Failed,Insufficient Balance,2/10/2024 19:17
2566,1873,1069.82,CARD,Success,Invalid PIN,2/10/2024 10:52
204,1406,1077.96,UPI,Success,Invalid PIN,1/28/2024 9:47
11428,1541,832.12,Card,Success,,1/26/2024 23:52
9784,1522,225.03,Card,Failed,Invalid PIN,1/6/2024 6:27
5053,1775,1230.16,CARD,Success,Invalid PIN,2/15/2024 11:33
119,1337,1713.46,CARD,Success,Invalid PIN,2/3/2024 16:15
1576,1768,2469.09,Card,Success,,1/15/2024 21:59
6949,1489,69.33,Card,Success,,1/25/2024 16:55
9061,1326,841.12,upi,Success,,1/17/2024 8:00
5396,1557,475.86,Card,Success,Timeout,2/9/2024 0:10
9403,1585,4348.14,NetBanking,Success,Timeout,1/26/2024 1:44
7544,1140,5337.88,CARD,Failed,Timeout,1/20/2024 3:01
7422,1889,7535.61,Wallet,Success,Timeout,2/19/2024 13:25
10209,1367,2240.67,Wallet,Failed,Timeout,2/15/2024 7:10
13279,1368,758.93,NetBanking,Success,Insufficient Balance,1/24/2024 10:17
304,1835,889.18,upi,Success,Insufficient Balance,1/31/2024 17:15
12385,1797,184.62,UPI,Failed,,1/12/2024 19:24
6763,1942,428.86,,Success,Timeout,1/3/2024 23:52
544,1653,429.93,UPI,Success,,1/11/2024 11:43
908,1823,2244.01,UPI,Success,,1/4/2024 10:24
243,1632,5360.7,UPI,Success,,2/16/2024 17:54
11007,1341,7012.56,CARD,Success,,2/28/2024 21:37
4713,1817,191.68,Wallet,success,Timeout,2/21/2024 9:36
11970,1395,843.93,UPI,Success,Bank Server Down,1/23/2024 12:57
6463,1061,1234.64,upi,Success,Timeout,1/4/2024 7:06
9364,1470,2140.9,NetBanking,Failed,,2/24/2024 2:34
9079,1730,245.57,Card,,,1/24/2024 18:25
2421,1519,1139.72,NetBanking,Success,,2/6/2024 5:44
5234,1920,771.93,NetBanking,Failed,Invalid PIN,2/11/2024 6:45
5183,1992,5394.64,NetBanking,Success,Timeout,2/3/2024 22:24
3107,1101,1501.93,,Success,Timeout,2/19/2024 5:46
2536,1358,5625.5,Card,Success,,2/22/2024 9:07
9626,1857,525.13,UPI,Success,Timeout,2/10/2024 11:22
2709,1009,555.6,NetBanking,Failed,Bank Server Down,2/25/2024 17:04
3361,1399,5183.38,NetBanking,success,,1/14/2024 8:13
6546,1177,3111.82,,Success,Invalid PIN,2/3/2024 16:37
13841,1599,159.57,UPI,Success,Bank Server Down,1/24/2024 14:23
4876,1115,540.31,CARD,Success,Invalid PIN,2/18/2024 20:18
651,1046,176.48,Wallet,Success,Bank Server Down,1/24/2024 3:51
6379,1072,1603.86,UPI,success,,2/6/2024 1:01
5509,1943,0,NetBanking,Success,Bank Server Down,1/17/2024 14:16
421,1815,426.66,Wallet,,,1/31/2024 18:01
6288,1937,1589.52,NetBanking,Success,,2/13/2024 7:00
13109,1145,2227.03,NetBanking,Success,Timeout,1/27/2024 9:46
2396,1506,207.18,upi,Success,,1/27/2024 23:45
4503,1703,1096.43,Wallet,Failed,,2/21/2024 16:34
801,1505,746.23,UPI,Success,Insufficient Balance,1/7/2024 3:27
14735,1489,1287.62,UPI,Failed,Insufficient Balance,2/23/2024 11:24
12611,1933,2722.61,UPI,Success,,1/29/2024 19:48
13643,1824,1312.59,upi,FAILED,,1/29/2024 0:36
2335,1675,49.04,UPI,Success,,1/31/2024 8:22
13900,1331,2201.95,upi,Success,Bank Server Down,1/9/2024 19:25
4460,1748,1433.75,NetBanking,Failed,Bank Server Down,2/28/2024 11:14
6295,1673,2139.47,Card,,,1/3/2024 3:02
10623,1893,1137.85,Card,Success,Invalid PIN,2/16/2024 4:11
9046,1601,303.71,UPI,Success,Timeout,2/11/2024 22:30
9697,1723,627.89,upi,Failed,Timeout,1/31/2024 13:32
1601,1116,3356.13,upi,Failed,,1/21/2024 22:35
1574,1778,3139.51,,Success,Timeout,2/8/2024 0:45
9671,1536,1540.11,UPI,Success,Bank Server Down,2/18/2024 0:50
11478,1688,1426.13,Card,Success,Insufficient Balance,1/19/2024 13:37
5197,1027,1209.67,Wallet,Success,,2/10/2024 23:03
6350,1268,1395.79,NetBanking,,Invalid PIN,1/28/2024 7:12
7190,1732,2161.69,,Success,Bank Server Down,2/26/2024 21:55
9825,1912,302.65,UPI,Success,Bank Server Down,1/25/2024 15:18
12759,1572,552.96,upi,Success,Bank Server Down,1/11/2024 10:38
14880,1858,494.61,upi,Failed,Timeout,1/25/2024 11:05
8996,1541,2515.5,upi,Failed,Insufficient Balance,2/22/2024 22:44
6141,1852,2771.99,Wallet,Failed,Invalid PIN,2/22/2024 23:19
1755,1150,11390.44,,Success,,2/1/2024 19:26
5996,1257,1433.73,NetBanking,Failed,,1/3/2024 14:38
12460,1362,1369.14,UPI,Success,Timeout,1/11/2024 16:38
5613,1367,2604.29,CARD,Failed,,2/15/2024 6:11
5387,1945,2225.19,CARD,Failed,Invalid PIN,1/28/2024 21:20
14659,1896,1662.98,,success,Invalid PIN,1/3/2024 12:34
11665,1715,4552.08,Wallet,Success,,2/20/2024 21:01
3633,1234,529.28,CARD,FAILED,,1/25/2024 3:43
7014,1857,2788.2,Wallet,FAILED,Insufficient Balance,1/22/2024 5:26
8407,1221,232.53,,,Insufficient Balance,2/21/2024 14:10
11726,1012,977.2,upi,Failed,,1/3/2024 3:19
12906,1215,2155.71,NetBanking,Success,,2/1/2024 5:55
6782,1642,95.28,CARD,success,Bank Server Down,2/8/2024 21:42
3630,1255,962.07,NetBanking,Failed,,1/26/2024 11:50
14403,1204,825.1,CARD,Failed,Insufficient Balance,1/31/2024 4:09
6172,1821,2346.37,Card,FAILED,Timeout,1/21/2024 21:26
5581,1708,52.51,Wallet,,Insufficient Balance,1/7/2024 11:06
1496,1516,1379.54,UPI,Failed,,1/5/2024 15:20
4466,1997,905.39,Wallet,Success,,1/3/2024 21:24
2355,1429,4126.78,upi,Success,,1/7/2024 9:37
4008,1879,2116.32,upi,Failed,,1/16/2024 14:12
5616,1614,1584.82,UPI,Success,Insufficient Balance,1/5/2024 1:21
5137,1784,295.13,Wallet,Success,,1/1/2024 8:03
14566,1146,3623.87,Wallet,success,Insufficient Balance,2/10/2024 19:09
1255,1473,346.1,upi,Success,Bank Server Down,2/27/2024 20:59
7123,1607,1439.19,UPI,Success,Invalid PIN,1/24/2024 18:28
12977,1202,29.46,upi,Success,,1/3/2024 2:25
14559,1758,2389.08,CARD,Success,Invalid PIN,2/9/2024 18:24
12406,1102,959.13,upi,Success,Invalid PIN,1/30/2024 9:08
12837,1848,2929.12,UPI,Success,,1/5/2024 7:53
13969,1224,1435.03,NetBanking,Success,,2/15/2024 16:52
7899,1301,76.33,NetBanking,Success,,2/5/2024 8:27
11524,1973,2896.65,upi,Failed,Insufficient Balance,1/17/2024 0:30
9925,1800,2306.36,Card,Success,Invalid PIN,1/23/2024 23:26
6527,1519,444.73,Card,Success,,2/22/2024 20:18
2847,1068,3001.01,,Success,Invalid PIN,2/27/2024 11:11
13430,1296,413.06,upi,Success,,1/17/2024 12:34
1765,1513,5372.28,Wallet,Success,,1/24/2024 17:26
11334,1578,1549.1,Card,Success,Bank Server Down,2/17/2024 20:34
68,1315,71.32,upi,Success,,2/15/2024 7:29
13741,1970,239.43,,FAILED,Bank Server Down,2/12/2024 16:14
9660,1774,26.56,UPI,Success,Invalid PIN,2/9/2024 2:45
6298,1539,1406.21,Wallet,Failed,Bank Server Down,1/8/2024 21:39
3885,1542,71.42,upi,Success,Invalid PIN,1/10/2024 20:59
10919,1188,2283.88,Wallet,Success,Timeout,2/22/2024 23:27
12639,1869,487.73,upi,Success,,2/8/2024 15:53
4838,1747,111.12,CARD,success,,1/19/2024 10:47
7556,1719,5626.59,upi,Success,Insufficient Balance,1/26/2024 12:54
6786,1089,2542.15,Wallet,Failed,Timeout,1/14/2024 4:06
13051,1946,2204.31,Card,Success,Bank Server Down,1/10/2024 10:49
6056,1604,-1047.44,CARD,Failed,Insufficient Balance,2/8/2024 19:52
6552,1317,1285.84,UPI,Success,,2/5/2024 13:51
3727,1100,1489.39,Card,Success,Timeout,1/14/2024 8:53
2084,1669,1605.32,UPI,FAILED,Insufficient Balance,1/15/2024 13:51
7018,1131,501.19,UPI,,Bank Server Down,2/12/2024 3:36
12954,1140,1049.66,CARD,Success,Insufficient Balance,2/15/2024 9:09
4141,1161,145.47,,Failed,,1/18/2024 12:01
14225,1987,889.48,UPI,Failed,,1/20/2024 2:01
3260,1066,983.03,UPI,Success,Bank Server Down,2/20/2024 20:12
12274,1499,218.08,CARD,Success,Timeout,1/7/2024 7:56
906,1368,2449.38,NetBanking,Success,,1/19/2024 21:35
14433,1390,6172.59,upi,Success,Bank Server Down,2/28/2024 15:04
14737,1325,1644.25,upi,Success,Invalid PIN,2/21/2024 6:56
138,1128,1468.74,Wallet,Success,,1/17/2024 10:14
13121,1463,1184.46,CARD,Failed,,2/12/2024 0:13
11824,1157,604.63,,Success,,2/29/2024 9:18
7051,1905,1216.19,Card,Success,Bank Server Down,2/3/2024 6:58
5657,1824,4192.67,NetBanking,Success,Insufficient Balance,2/3/2024 22:07
6690,1536,778.53,Card,Success,,2/29/2024 0:59
12148,1281,4136.71,Card,Success,,1/24/2024 17:19
1943,1956,954.93,,Success,,2/24/2024 4:46
2972,1538,674.82,UPI,Success,Bank Server Down,2/24/2024 20:24
9286,1797,555.88,upi,Success,Insufficient Balance,1/1/2024 0:38
4844,1227,0,,Success,,2/11/2024 18:51
556,1050,877.15,Wallet,Success,Timeout,2/3/2024 23:20
14132,1059,1900.79,CARD,Success,Timeout,2/19/2024 4:51
1084,1766,437.95,Card,Failed,Timeout,1/3/2024 9:47
2343,1906,4131.46,CARD,Success,Bank Server Down,1/30/2024 22:48
4631,1187,25.95,UPI,,Bank Server Down,1/9/2024 21:16
7122,1012,314.62,,Success,Invalid PIN,1/11/2024 15:20
11329,1648,593.53,NetBanking,,,2/8/2024 3:38
12376,1717,1605.09,Card,Failed,Timeout,1/14/2024 15:22
6796,1437,1764.22,UPI,Success,Invalid PIN,1/26/2024 19:16
12646,1995,317.88,CARD,Failed,,2/1/2024 8:44
4910,1203,1649.35,UPI,Failed,,2/20/2024 18:11
7944,1794,1010.69,upi,Success,Invalid PIN,1/10/2024 22:35
1986,1390,188.44,CARD,Success,,1/20/2024 11:15
9790,1534,6158.75,,Success,Bank Server Down,2/18/2024 18:22
8016,1612,1325.56,NetBanking,Success,,2/16/2024 2:13
9449,1534,602.37,Wallet,FAILED,,2/29/2024 20:44
1781,1255,118.32,UPI,FAILED,,1/14/2024 12:29
4155,1195,2740.38,upi,Failed,,2/9/2024 12:18
809,1947,27.3,,Failed,Insufficient Balance,2/6/2024 11:15
9331,1535,2534.93,Wallet,Success,,1/4/2024 0:36
10686,1140,60.71,upi,Success,,2/26/2024 1:40
8275,1259,342.36,,Success,,1/4/2024 14:28
8308,1749,374.23,,Success,,1/30/2024 4:52
11141,1966,228.04,upi,success,,2/14/2024 1:15
4659,1195,1770.29,Wallet,Success,Insufficient Balance,2/14/2024 4:15
13514,1935,2037.95,NetBanking,FAILED,Timeout,1/30/2024 4:46
7009,1228,1688.8,UPI,success,,1/16/2024 20:34
8743,1916,1037.86,NetBanking,Failed,Timeout,1/13/2024 16:41
2704,1300,854.86,,Success,,1/28/2024 14:36
14043,1098,922.43,,Success,Timeout,2/18/2024 7:51
678,1761,3340.56,,Failed,Insufficient Balance,1/15/2024 8:53
8024,1621,4188.23,CARD,Success,Bank Server Down,1/18/2024 8:22
4564,1934,1681.39,CARD,success,Bank Server Down,1/10/2024 9:30
9129,1026,286.83,,Success,Insufficient Balance,2/7/2024 10:22
11444,1210,1701.16,Card,Success,Insufficient Balance,2/21/2024 3:04
2173,1356,1124.78,Wallet,Success,Timeout,1/18/2024 7:13
14922,1137,923.88,Card,,Insufficient Balance,2/12/2024 23:01
3959,1983,2192.09,,Success,,2/10/2024 21:56
14548,1170,3424.46,Wallet,Success,Timeout,1/30/2024 11:31
7256,1695,1583.13,Card,Success,Timeout,2/21/2024 16:03
6585,1790,1903.11,NetBanking,Success,,2/14/2024 16:05
8904,1066,378.69,upi,Success,Insufficient Balance,1/13/2024 14:53
646,1696,355.35,NetBanking,FAILED,Timeout,1/13/2024 5:06
7878,1162,524.82,,Failed,Insufficient Balance,2/8/2024 20:43
14411,1274,3818.57,Card,Success,Insufficient Balance,1/31/2024 2:40
10863,1636,400.01,Wallet,Failed,Insufficient Balance,2/21/2024 23:27
8552,1556,5007.98,upi,Success,,1/5/2024 22:18
8448,1843,1154.43,CARD,Success,Insufficient Balance,2/12/2024 23:58
337,1510,536.06,upi,success,Bank Server Down,2/16/2024 18:41
6511,1575,27.56,CARD,Failed,Timeout,2/7/2024 2:16
5812,1899,880.95,upi,success,,2/17/2024 19:37
10713,1727,1153.67,upi,Failed,Timeout,1/10/2024 1:16
417,1579,3670.46,Wallet,Success,Bank Server Down,2/22/2024 21:04
8777,1659,3796.89,CARD,Success,,1/10/2024 5:08
7350,1301,3721.94,UPI,Success,,2/21/2024 14:10
12026,1905,-185.63,NetBanking,Success,Insufficient Balance,1/7/2024 21:27
3669,1280,2772.29,CARD,Failed,Bank Server Down,2/1/2024 20:18
4733,1200,472.26,CARD,Success,,2/11/2024 22:54
13025,1285,1375.71,UPI,Success,Insufficient Balance,2/1/2024 7:27
12029,1210,2651.16,CARD,success,,2/17/2024 18:50
7319,1851,2387.66,CARD,Success,Insufficient Balance,1/6/2024 2:40
11938,1287,3761.51,Card,Success,Insufficient Balance,2/9/2024 1:25
2886,1821,8831.85,CARD,Success,Bank Server Down,1/29/2024 0:49
3195,1363,2045.84,Wallet,Success,Timeout,2/15/2024 2:57
13891,1630,535.37,UPI,Success,,1/12/2024 20:27
14462,1234,1880.28,Card,,,2/18/2024 10:17
3610,1630,1422.92,UPI,Success,Bank Server Down,2/15/2024 12:15
4937,1548,1107.29,Card,Success,Bank Server Down,2/26/2024 3:33
7076,1524,260.21,,FAILED,Insufficient Balance,1/3/2024 19:53
10104,1067,7799.85,CARD,Success,Invalid PIN,2/14/2024 11:47
7928,1617,209.79,upi,Success,Timeout,2/2/2024 10:22
5295,1306,1503.31,CARD,Success,,1/9/2024 14:50
8840,1480,887.09,CARD,Failed,,1/18/2024 14:22
6460,1413,248.52,CARD,Success,Invalid PIN,1/20/2024 1:15
5356,1359,452.45,,FAILED,Bank Server Down,1/12/2024 3:05
11413,1596,3411.48,,Success,,1/19/2024 22:00
10861,1348,568.22,UPI,Failed,Insufficient Balance,2/1/2024 10:43
6711,1539,2240.95,Wallet,Success,,1/12/2024 3:30
5150,1912,1376.15,CARD,Success,Timeout,1/13/2024 0:55
5135,1875,1061.6,upi,Success,Invalid PIN,1/2/2024 4:46
9800,1404,606.05,UPI,Success,Insufficient Balance,2/8/2024 8:47
4918,1733,962.78,UPI,Success,Timeout,2/21/2024 8:02
4535,1342,2970.14,Card,Success,,2/1/2024 10:05
3760,1727,3464.8,upi,Success,,2/14/2024 17:31
1239,1505,1389.03,CARD,Success,Bank Server Down,1/5/2024 8:09
9510,1739,601.72,NetBanking,Failed,Timeout,1/25/2024 13:52
8460,1171,824.41,CARD,success,,2/21/2024 15:41
11975,1676,1421.48,upi,Failed,,2/10/2024 8:23
14994,1414,1030.2,CARD,Failed,Insufficient Balance,2/28/2024 13:00
13754,1010,3030.05,CARD,Failed,Bank Server Down,1/10/2024 5:34
4594,1295,4856.33,NetBanking,,,2/20/2024 2:30
10769,1556,571.46,NetBanking,Success,Insufficient Balance,1/27/2024 3:24
2509,1928,20.27,upi,Success,Insufficient Balance,1/27/2024 19:29
2262,1425,332.69,UPI,Success,Insufficient Balance,2/27/2024 16:06
196,1742,23.35,,Success,Invalid PIN,2/19/2024 13:13
9702,1764,467.37,UPI,Success,,2/23/2024 11:49
5689,1825,3.92,Card,Success,,1/13/2024 16:47
125,1763,574.86,CARD,Success,Bank Server Down,1/20/2024 2:31
8829,1914,1274.19,NetBanking,Failed,Timeout,1/28/2024 21:07
13505,1052,440.4,CARD,Success,Insufficient Balance,1/30/2024 9:51
7499,1531,2189.9,Card,Failed,Timeout,2/20/2024 10:30
5914,1759,90,upi,Success,Bank Server Down,1/30/2024 23:42
11047,1813,326.58,NetBanking,Success,,1/18/2024 7:47
13738,1147,225.6,NetBanking,,Timeout,2/3/2024 7:11
1170,1004,1585.98,UPI,,Timeout,1/23/2024 9:13
8158,1924,640.06,upi,success,Invalid PIN,2/1/2024 11:42
2020,1170,768.35,CARD,Failed,,1/28/2024 12:24
12679,1877,1380.03,NetBanking,Success,Insufficient Balance,2/8/2024 7:18
4344,1067,2464.2,UPI,Failed,Timeout,1/20/2024 3:59
13157,1401,2846.72,,Success,Bank Server Down,1/24/2024 22:29
7333,1377,7005.06,UPI,Success,,1/1/2024 17:24
13200,1892,1754.74,NetBanking,Success,Insufficient Balance,1/10/2024 6:14
8438,1969,3969.11,Wallet,Success,Bank Server Down,1/8/2024 12:33
12726,1908,329.95,NetBanking,Success,,1/8/2024 3:17
13847,1296,1186.81,Wallet,Success,,2/12/2024 8:33
7803,1617,735.17,UPI,success,Timeout,2/12/2024 7:48
4703,1556,144,,Success,,1/27/2024 19:36
10934,1217,486.12,,Success,,2/1/2024 10:16
10937,1345,1980.59,upi,,Invalid PIN,1/2/2024 1:36
1569,1028,469.19,upi,Success,Timeout,2/5/2024 11:11
7191,1724,33.58,Card,Success,Timeout,2/5/2024 0:57
1537,1711,574.42,CARD,Success,Bank Server Down,1/28/2024 22:23
13952,1350,1340.21,upi,success,Insufficient Balance,2/11/2024 23:00
7282,1653,1153.27,UPI,FAILED,,2/22/2024 0:38
3348,1456,940.88,CARD,Success,Bank Server Down,2/14/2024 0:21
6616,1698,113.54,UPI,Success,Invalid PIN,2/8/2024 4:07
2618,1953,1178.49,Wallet,Success,Bank Server Down,2/3/2024 0:55
6005,1078,537.72,CARD,Success,Timeout,1/20/2024 8:27
5230,1867,1660.59,NetBanking,Success,,1/27/2024 20:21
2167,1119,2532.77,upi,Failed,Timeout,1/14/2024 22:23
225,1027,976.99,,Success,,1/9/2024 17:21
11435,1275,1187.15,,Success,,1/18/2024 14:57
6126,1508,738.95,,Success,,1/12/2024 1:10
12510,1530,2614.71,CARD,Failed,,1/26/2024 0:18
10893,1610,1478.34,Wallet,Success,,1/22/2024 18:54
14426,1800,569.19,,Success,Timeout,1/22/2024 22:50
201,1899,806.75,NetBanking,Success,,1/6/2024 18:17
12912,1185,320.81,NetBanking,Success,,2/11/2024 10:00
12641,1378,1437.37,upi,FAILED,Insufficient Balance,1/17/2024 8:55
10029,1587,1383.33,upi,Success,Insufficient Balance,2/16/2024 2:07
9469,1889,45.78,NetBanking,Failed,Timeout,1/27/2024 6:30
12329,1686,1495.68,,Success,Invalid PIN,2/20/2024 6:55
2965,1801,1127.88,Card,Failed,Timeout,1/31/2024 15:08
1820,1028,937.46,Wallet,Success,Insufficient Balance,2/15/2024 0:20
14019,1237,2110.88,Wallet,Failed,Bank Server Down,2/9/2024 12:56
3945,1491,1381.39,CARD,Success,Timeout,2/13/2024 23:55
9172,1346,514.5,,Success,,1/7/2024 17:38
11664,1230,1402.58,upi,Success,Invalid PIN,1/19/2024 12:03
1243,1014,2741.32,Card,Success,,1/26/2024 10:44
10270,1635,217.12,,Success,,2/7/2024 11:04
5413,1092,5571.2,Wallet,Success,Bank Server Down,2/16/2024 4:49
1705,1086,1430.37,CARD,Success,,1/23/2024 17:53
4312,1072,1731.84,CARD,FAILED,,2/22/2024 23:01
3515,1365,1461.51,CARD,Success,Timeout,1/14/2024 3:23
6115,1869,200.76,upi,Success,,1/5/2024 3:00
10847,1549,1608.21,,Failed,,2/10/2024 18:26
7715,1447,1207.78,NetBanking,Success,Insufficient Balance,1/5/2024 0:48
11440,1842,69.31,Card,Success,,1/27/2024 8:04
14658,1793,860.21,Wallet,Success,,1/12/2024 16:45
8938,1150,1272.28,CARD,Success,Timeout,1/8/2024 10:07
5136,1522,8225.38,upi,Success,,1/14/2024 13:49
5309,1615,188.61,Wallet,Success,Timeout,2/17/2024 18:22
6082,1736,2234.18,upi,Success,,1/8/2024 22:32
1951,1317,4704.94,UPI,Success,Bank Server Down,2/2/2024 18:13
9500,1269,700.05,,Success,Invalid PIN,2/8/2024 14:00
13368,1200,2929.84,Wallet,Success,Invalid PIN,2/21/2024 8:02
2029,1496,3004.42,CARD,Failed,Timeout,1/8/2024 13:08
2406,1792,807.09,Wallet,FAILED,,2/15/2024 12:06
9580,1116,723.01,Card,Success,,2/25/2024 7:54
393,1419,1885.2,Card,Success,Bank Server Down,2/7/2024 8:50
9370,1962,503.06,Wallet,Success,Invalid PIN,1/16/2024 18:29
14660,1771,62.93,upi,Success,Timeout,1/5/2024 22:30
14324,1557,2291.11,CARD,Success,Bank Server Down,2/16/2024 21:46
7989,1072,1460.45,CARD,Success,Bank Server Down,2/8/2024 12:15
10857,1350,2784.84,Wallet,Success,,2/26/2024 19:46
6320,1018,507.42,Card,Success,Invalid PIN,2/13/2024 7:59
9982,1435,3570.35,upi,Failed,,2/24/2024 6:31
11019,1013,1213.53,Card,Success,Invalid PIN,2/20/2024 6:57
11250,1758,2546.64,,success,Invalid PIN,2/19/2024 17:00
8189,1085,67.98,NetBanking,Failed,Bank Server Down,2/16/2024 19:25
12613,1417,1396.75,Card,Success,Bank Server Down,2/10/2024 12:11
11293,1074,125.91,,Success,Bank Server Down,1/27/2024 13:39
13526,1835,280.37,,Success,Invalid PIN,1/16/2024 7:05
11680,1727,277.02,Wallet,Success,Timeout,1/5/2024 19:09
8375,1282,78.8,CARD,Success,,2/13/2024 7:13
14836,1338,662.08,Card,Success,Timeout,2/28/2024 8:17
3234,1195,522.05,Wallet,Success,Bank Server Down,1/2/2024 1:29
2844,1653,140.83,Card,Failed,,1/26/2024 5:37
8632,1975,2964.73,Card,Success,,1/19/2024 23:19
11599,1355,808.15,,Success,,1/30/2024 20:47
2648,1754,2510.61,CARD,Failed,Insufficient Balance,1/2/2024 1:52
14110,1341,515.31,Wallet,Success,Timeout,1/4/2024 2:54
4933,1024,158.87,CARD,,,2/28/2024 4:58
7337,1432,1860.37,Wallet,Success,,2/14/2024 9:09
6421,1871,781.4,,Success,Bank Server Down,1/25/2024 16:40
2589,1306,83.27,upi,Failed,Timeout,2/5/2024 15:38
5370,1568,1612.6,Card,Failed,,2/16/2024 23:38
4402,1025,1323.7,CARD,FAILED,Bank Server Down,2/24/2024 9:50
5731,1504,4538.58,CARD,Success,Invalid PIN,1/5/2024 16:01
9971,1401,2452.69,Wallet,Success,Bank Server Down,2/12/2024 18:40
3743,1870,445.21,CARD,Success,,1/29/2024 23:23
10374,1824,168.91,Wallet,Success,,1/8/2024 19:38
14106,1906,436.25,UPI,Success,,1/8/2024 2:41
